119.1558685,36.69437027
119.1558685,36.69437027
119.1555481,36.6943779
119.1555557,36.69440842
119.1556549,36.6942482
119.1556625,36.69425583
119.1556625,36.69425583
119.1556702,36.6942482
119.1556702,36.69425583
119.1556702,36.6942482
119.1557159,36.69428253
119.1557236,36.69429779
119.1557693,36.69432068
119.1558609,36.69432831
119.155899,36.69433594
119.1560211,36.69434357
119.156189,36.69433594
119.1563644,36.69432068
119.1565552,36.69428253
119.1568146,36.69420242
119.1570816,36.69412613
119.1572189,36.69408035
119.1573639,36.69403839
119.1575546,36.6940155
119.1576462,36.6940155
119.1577835,36.6940155
119.1578598,36.69404602
119.1579056,36.69406128
119.1579361,36.69406509
119.1579361,36.69405365
119.1579437,36.69405365
119.1579361,36.69405365
119.1579437,36.69405365
119.1579819,36.69410324
119.1580048,36.69418335
119.1580276,36.69428253
119.1580353,36.69435501
119.1580353,36.69449234
119.1580353,36.69457245
119.1580353,36.69473267
119.1580429,36.69490051
119.1580353,36.69503021
119.1580353,36.69517517
119.1580582,36.69530487
119.1580582,36.6954422
119.1580582,36.69557953
119.1580582,36.69567108
119.1580734,36.69572449
119.1581039,36.69574356
119.1581116,36.69575119
119.1581421,36.69579697
119.1581802,36.69586182
119.1581879,36.69588852
119.1582413,36.69594955
119.1582489,36.69594955
119.1600876,36.69617844
119.1601105,36.69607162
119.1601028,36.69607925
119.1601028,36.6960907
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.6960907
119.1601028,36.69609833
119.1601028,36.6960907
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.6960907
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.6960907
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.6960907
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.6960907
119.1601028,36.69609833
119.1601028,36.6960907
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
119.1601028,36.69609833
